assist108lode.oasgames.com.,A,85.195.110.205,
assist108pt.oasgames.com.,A,107.191.33.162,
assist109loar.oasgames.com.,A,85.195.94.230,
assist109lode.oasgames.com.,A,85.195.110.234,
assist109lopl.oasgames.com.,A,85.195.79.16,
assist109pt.oasgames.com.,A,108.61.154.236,
assist109sqsa.oasgames.com.,A,108.61.81.35,
assist10loar.oasgames.com.,A,139.159.46.23,
assist10lode.oasgames.com.,A,85.195.76.41,
assist10loel.oasgames.com.,A,85.195.79.40,
assist10lopl.oasgames.com.,A,148.153.4.169,
assist10oas.oasgames.com.,A,107.191.35.86,
assist10ptsqbr.oasgames.com.,A,108.61.154.235,
assist10sqeu.oasgames.com.,A,85.195.72.83,
assist10sqpt.oasgames.com.,A,216.155.155.149,
assist10xpsq.oasgames.com.,A,85.195.127.203,
assist11.oasgames.com.,A,108.61.153.249,
assist110loar.oasgames.com.,A,139.159.46.88,
assist110lode.oasgames.com.,A,85.195.120.219,
assist110pt.oasgames.com.,A,108.61.149.252,
assist110sqeu.oasgames.com.,A,85.195.73.196,
assist111loar.oasgames.com.,A,85.195.84.124,
assist111lode.oasgames.com.,A,85.195.110.239,
assist111lopl.oasgames.com.,A,85.195.79.43,
assist112loar.oasgames.com.,A,85.195.110.197,
assist112lode.oasgames.com.,A,85.195.120.219,
assist113loar.oasgames.com.,A,85.195.110.221,
assist113lode.oasgames.com.,A,85.195.110.249,
assist113lopl.oasgames.com.,A,85.195.73.163,
assist113lotr.oasgames.com.,A,85.195.110.192,
assist113oas.oasgames.com.,A,108.61.81.196,
assist113oastr.oasgames.com.,A,85.195.79.107,
assist113sqsa.oasgames.com.,A,108.61.81.37,
assist114loar.oasgames.com.,A,139.159.46.88,
assist114lode.oasgames.com.,A,85.195.110.249,
assist114sqpt.oasgames.com.,A,216.155.155.147,
assist115loar.oasgames.com.,A,85.195.79.25,
assist115lode.oasgames.com.,A,85.195.78.206,
assist115oastr.oasgames.com.,A,185.19.217.44,
assist115sqeu.oasgames.com.,A,85.195.110.177,
assist116loar.oasgames.com.,A,85.195.79.33,
assist116lopl.oasgames.com.,A,85.195.76.214,
assist116sqna.oasgames.com.,A,108.61.149.229,
assist117loar.oasgames.com.,A,85.195.79.59,
assist117oastr.oasgames.com.,A,85.195.87.156,
assist117sqsa.oasgames.com.,A,108.61.81.39,
assist118loar.oasgames.com.,A,139.159.46.89,
assist118lopl.oasgames.com.,A,85.195.76.209,
assist119loar.oasgames.com.,A,85.195.78.228,
assist119oastr.oasgames.com.,A,85.195.94.114,
assist119sqsa.oasgames.com.,A,108.61.10.173,
assist11lonl.oasgames.com.,A,173.199.112.99,
assist11lopl.oasgames.com.,A,148.153.4.164,
assist11losv.oasgames.com.,A,195.69.241.13,
assist11lotr.oasgames.com.,A,85.195.88.26,
assist11sqsa.oasgames.com.,A,108.61.81.36,
assist11xpsq.oasgames.com.,A,85.195.127.204,
assist12.oasgames.com.,A,108.61.10.180,
assist120loar.oasgames.com.,A,139.159.46.89,
assist120sqeu.oasgames.com.,A,85.195.120.219,
assist120sqpt.oasgames.com.,A,108.61.81.169,
assist121loar.oasgames.com.,A,85.195.89.198,
assist121lopl.oasgames.com.,A,85.195.79.81,
assist121lotr.oasgames.com.,A,85.195.110.202,
assist121oas.oasgames.com.,A,216.155.154.152,
assist121oastr.oasgames.com.,A,195.69.241.9,
assist122loar.oasgames.com.,A,139.159.46.90,
assist123loar.oasgames.com.,A,85.195.78.207,
assist123oastr.oasgames.com.,A,85.195.78.203,
assist123sqsa.oasgames.com.,A,209.222.26.140,
assist124loar.oasgames.com.,A,139.159.46.90,
assist124lopl.oasgames.com.,A,85.195.79.100,
assist125loar.oasgames.com.,A,85.195.79.38,
assist125oastr.oasgames.com.,A,85.195.79.107,
assist125sqeu.oasgames.com.,A,85.195.110.177,
assist126loar.oasgames.com.,A,139.159.46.91,
assist126sqna.oasgames.com.,A,173.199.119.135,
assist127loar.oasgames.com.,A,85.195.82.202,
assist127lopl.oasgames.com.,A,85.195.79.118,
assist127oas.oasgames.com.,A,216.155.154.152,
assist127oastr.oasgames.com.,A,85.195.79.35,
assist127sqsa.oasgames.com.,A,209.222.26.139,
assist128loar.oasgames.com.,A,139.159.46.91,
assist129loar.oasgames.com.,A,173.199.112.218,
assist129lotr.oasgames.com.,A,85.195.110.134,
assist129oastr.oasgames.com.,A,85.195.87.156,
assist129ptsqpt.oasgames.com.,A,85.195.110.228,
assist129sqsa.oasgames.com.,A,216.155.154.156,
assist12loar.oasgames.com.,A,139.159.46.67,
assist12lode.oasgames.com.,A,195.69.241.14,
assist12loel.oasgames.com.,A,85.195.89.88,
assist12lopl.oasgames.com.,A,148.153.4.165,
assist12sqpt.oasgames.com.,A,216.155.155.150,
assist12xpsq.oasgames.com.,A,85.195.127.205,
assist13.oasgames.com.,A,108.61.68.28,
assist130loar.oasgames.com.,A,85.195.89.198,
assist130lopl.oasgames.com.,A,85.195.76.247,
assist130sqeu.oasgames.com.,A,85.195.72.87,
assist130sqpt.oasgames.com.,A,107.191.35.131,
assist131loar.oasgames.com.,A,173.199.112.196,
assist131oastr.oasgames.com.,A,85.195.110.191,
assist132loar.oasgames.com.,A,173.199.112.130,
assist133loar.oasgames.com.,A,85.195.87.154,
assist133lopl.oasgames.com.,A,85.195.79.164,
assist133lotr.oasgames.com.,A,85.195.84.125,
assist133oastr.oasgames.com.,A,85.195.110.165,
assist133sqsa.oasgames.com.,A,108.61.29.164,
assist134loar.oasgames.com.,A,85.195.84.124,
assist135loar.oasgames.com.,A,85.195.110.221,
assist135oas.oasgames.com.,A,108.61.153.135,
assist135oastr.oasgames.com.,A,185.19.217.55,
assist136loar.oasgames.com.,A,139.159.46.78,
assist136lopl.oasgames.com.,A,195.69.241.2,
assist137loar.oasgames.com.,A,139.159.46.83,
assist137lotr.oasgames.com.,A,85.195.76.253,
assist137oastr.oasgames.com.,A,85.195.110.251,
assist137sqsa.oasgames.com.,A,209.222.26.132,
assist138loar.oasgames.com.,A,85.195.78.207,
assist139loar.oasgames.com.,A,85.195.78.228,
assist139lopl.oasgames.com.,A,195.69.241.5,
assist139oas.oasgames.com.,A,108.61.153.248,
assist139oastr.oasgames.com.,A,85.195.79.183,
assist13lode.oasgames.com.,A,85.195.79.60,
assist13loel.oasgames.com.,A,85.195.76.249,
assist13losv.oasgames.com.,A,85.195.89.76,
assist13lotr.oasgames.com.,A,85.195.91.18,
assist13oastr.oasgames.com.,A,85.195.79.35,
assist13sqsa.oasgames.com.,A,108.61.153.132,
assist13xpsq.oasgames.com.,A,85.195.127.206,
assist14.oasgames.com.,A,108.61.153.187,
assist140loar.oasgames.com.,A,85.195.110.221,
assist140sqpt.oasgames.com.,A,216.155.154.149,
assist140sqsa.oasgames.com.,A,64.237.40.236,
assist141loar.oasgames.com.,A,85.195.79.38,
assist141oastr.oasgames.com.,A,85.195.94.117,
assist141sqeu.oasgames.com.,A,85.195.76.207,
assist142loar.oasgames.com.,A,85.195.84.124,
assist142lopl.oasgames.com.,A,195.69.241.25,
assist143loar.oasgames.com.,A,85.195.78.228,
assist143lotr.oasgames.com.,A,85.195.76.43,
assist143oastr.oasgames.com.,A,85.195.118.211,
assist144loar.oasgames.com.,A,85.195.110.221,
assist144ptsqpt.oasgames.com.,A,85.195.110.251,
assist144sqsa.oasgames.com.,A,209.222.14.148,
assist145loar.oasgames.com.,A,85.195.89.198,
assist145lopl.oasgames.com.,A,85.195.79.16,
assist145oas.oasgames.com.,A,209.222.6.165,
assist146loar.oasgames.com.,A,85.195.79.38,
assist146oastr.oasgames.com.,A,185.19.217.49,
assist147loar.oasgames.com.,A,139.159.46.73,
assist147lotr.oasgames.com.,A,85.195.110.169,
assist147sqpt.oasgames.com.,A,108.61.153.139,
assist148loar.oasgames.com.,A,139.159.46.73,
assist148lopl.oasgames.com.,A,85.195.79.43,
assist148sqsa.oasgames.com.,A,108.61.81.37,
assist149loar.oasgames.com.,A,139.159.46.84,
assist149oastr.oasgames.com.,A,185.19.217.55,
assist149sqna.oasgames.com.,A,108.61.149.229,
assist14loar.oasgames.com.,A,139.159.46.69,
assist14loel.oasgames.com.,A,85.195.79.176,
assist14lopl.oasgames.com.,A,148.153.4.166,
assist14xpsq.oasgames.com.,A,85.195.127.207,
assist15.oasgames.com.,A,209.222.7.219,
assist150loar.oasgames.com.,A,139.159.46.84,
assist151loar.oasgames.com.,A,139.159.46.89,
assist151lopl.oasgames.com.,A,85.195.73.163,
assist151lotr.oasgames.com.,A,85.195.110.178,
assist151sqsa.oasgames.com.,A,107.191.35.130,
assist152loar.oasgames.com.,A,139.159.46.67,
assist152oastr.oasgames.com.,A,85.195.72.68,
assist152sqpt.oasgames.com.,A,192.155.108.56,
assist153loar.oasgames.com.,A,139.159.46.83,
assist153oas.oasgames.com.,A,108.61.156.10,
assist154loar.oasgames.com.,A,139.159.46.90,
assist154lopl.oasgames.com.,A,85.195.76.214,
assist154sqeu.oasgames.com.,A,195.69.241.15,
assist155loar.oasgames.com.,A,139.159.46.91,
assist155oastr.oasgames.com.,A,85.195.109.2,
assist155sqsa.oasgames.com.,A,173.199.127.205,
assist156loar.oasgames.com.,A,85.195.79.38,
assist156lotr.oasgames.com.,A,185.19.216.154,
assist157loar.oasgames.com.,A,85.195.89.198,
assist157lopl.oasgames.com.,A,85.195.120.220,
assist157sqpt.oasgames.com.,A,107.191.34.92,
assist158loar.oasgames.com.,A,139.159.46.78,
assist158oastr.oasgames.com.,A,85.195.110.222,
assist158sqsa.oasgames.com.,A,209.222.26.138,
assist159loar.oasgames.com.,A,139.159.46.73,
assist15loel.oasgames.com.,A,85.195.118.199,
assist15lonl.oasgames.com.,A,173.199.112.108,
assist15lopl.oasgames.com.,A,148.153.4.167,
assist15losv.oasgames.com.,A,85.195.109.18,
assist15lotr.oasgames.com.,A,85.195.91.20,
assist15sqsa.oasgames.com.,A,216.155.154.155,
assist15xpsq.oasgames.com.,A,85.195.127.208,
assist16.oasgames.com.,A,107.191.35.83,
assist160loar.oasgames.com.,A,195.69.241.30,
assist160lopl.oasgames.com.,A,85.195.76.154,
assist161loar.oasgames.com.,A,195.69.241.30,
assist161lotr.oasgames.com.,A,185.19.216.156,
assist161oas.oasgames.com.,A,173.199.119.51,
assist161oastr.oasgames.com.,A,85.195.110.217,
assist162loar.oasgames.com.,A,85.195.79.26,
assist162sqsa.oasgames.com.,A,208.167.226.61,
assist163loar.oasgames.com.,A,85.195.79.26,
assist163lopl.oasgames.com.,A,85.195.79.174,
assist163sqna.oasgames.com.,A,108.61.153.140,
assist163sqpt.oasgames.com.,A,108.61.153.141,
assist164loar.oasgames.com.,A,85.195.78.207,
assist164oastr.oasgames.com.,A,85.195.76.206,
assist165loar.oasgames.com.,A,139.159.46.84,
assist165lotr.oasgames.com.,A,85.195.73.226,
assist165sqsa.oasgames.com.,A,208.167.226.62,
assist166loar.oasgames.com.,A,185.19.217.241,
assist166lopl.oasgames.com.,A,85.195.120.207,
assist167loar.oasgames.com.,A,185.19.217.241,
assist167oastr.oasgames.com.,A,85.195.84.112,
assist168loar.oasgames.com.,A,139.159.46.242,
assist168sqeu.oasgames.com.,A,195.69.241.16,
assist169loar.oasgames.com.,A,139.159.46.242,
assist169lopl.oasgames.com.,A,85.195.110.158,
assist169lotr.oasgames.com.,A,85.195.91.19,
assist169oas.oasgames.com.,A,173.199.124.200,
assist169sqpt.oasgames.com.,A,216.155.155.153,
assist169sqsa.oasgames.com.,A,108.61.153.250,
assist16loar.oasgames.com.,A,139.159.46.24,
assist16lode.oasgames.com.,A,85.195.79.46,
assist16loel.oasgames.com.,A,85.195.89.88,
assist16lopl.oasgames.com.,A,148.153.4.168,
assist16sqpt.oasgames.com.,A,173.199.124.196,
assist16xpsq.oasgames.com.,A,85.195.127.209,
assist170loar.oasgames.com.,A,85.195.84.112,
assist170oastr.oasgames.com.,A,85.195.110.210,
assist171loar.oasgames.com.,A,85.195.84.112,
assist171oastr.oasgames.com.,A,85.195.118.211,
assist172loar.oasgames.com.,A,139.159.46.67,
assist172lopl.oasgames.com.,A,85.195.76.230,
assist172oastr.oasgames.com.,A,85.195.76.251,
assist172sqsa.oasgames.com.,A,108.61.153.252,
assist173loar.oasgames.com.,A,139.159.46.72,
assist173lotr.oasgames.com.,A,85.195.118.203,
assist173oas.oasgames.com.,A,107.191.35.86,
assist173oastr.oasgames.com.,A,85.195.76.251,
assist174loar.oasgames.com.,A,139.159.46.243,
assist175loar.oasgames.com.,A,139.159.46.243,
assist176loar.oasgames.com.,A,139.159.46.244,
assist176lopl.oasgames.com.,A,85.195.79.101,
assist176oastr.oasgames.com.,A,85.195.82.203,
assist176sqpt.oasgames.com.,A,209.222.26.131,
assist176sqsa.oasgames.com.,A,173.199.119.131,
assist177loar.oasgames.com.,A,139.159.46.244,
assist177lotr.oasgames.com.,A,85.195.79.103,
assist177oas.oasgames.com.,A,192.155.108.33,
assist177sqna.oasgames.com.,A,108.61.154.228,
assist178loar.oasgames.com.,A,139.159.46.76,
assist179loar.oasgames.com.,A,139.159.46.90,
assist179lopl.oasgames.com.,A,85.195.73.131,
assist179oastr.oasgames.com.,A,185.19.216.157,
assist179sqsa.oasgames.com.,A,64.237.54.172,
assist17loar.oasgames.com.,A,173.199.112.83,
assist17loel.oasgames.com.,A,195.69.242.130,
assist17lonl.oasgames.com.,A,173.199.112.66,
assist17lopl.oasgames.com.,A,148.153.4.169,
assist17losv.oasgames.com.,A,139.159.46.3,
assist17lotr.oasgames.com.,A,85.195.73.247,
assist17oas.oasgames.com.,A,173.199.124.199,
assist17sqsa.oasgames.com.,A,108.61.81.197,
assist17xpsq.oasgames.com.,A,85.195.127.210,
assist180loar.oasgames.com.,A,85.195.79.38,
assist180lopl.oasgames.com.,A,85.195.76.223,
assist181loar.oasgames.com.,A,139.159.46.78,
assist181lopl.oasgames.com.,A,85.195.79.104,
assist181lotr.oasgames.com.,A,85.195.118.209,
assist182loar.oasgames.com.,A,139.159.46.245,
assist182lopl.oasgames.com.,A,85.195.79.106,
assist182oas.oasgames.com.,A,192.155.108.81,
assist182oastr.oasgames.com.,A,195.69.241.10,
assist182sqeu.oasgames.com.,A,185.19.217.53,
assist182sqpt.oasgames.com.,A,107.191.35.134,
assist183loar.oasgames.com.,A,139.159.46.245,
assist183lopl.oasgames.com.,A,85.195.79.104,
assist183sqsa.oasgames.com.,A,173.199.127.205,
assist184loar.oasgames.com.,A,139.159.46.246,
assist185loar.oasgames.com.,A,139.159.46.246,
assist185lopl.oasgames.com.,A,85.195.72.79,
assist185lotr.oasgames.com.,A,85.195.73.246,
assist185oas.oasgames.com.,A,108.61.156.12,
assist185oastr.oasgames.com.,A,85.195.72.71,
assist186loar.oasgames.com.,A,139.159.46.84,
assist186lopl.oasgames.com.,A,85.195.72.81,
assist186sqsa.oasgames.com.,A,209.222.6.166,
assist187loar.oasgames.com.,A,139.159.46.87,
assist188loar.oasgames.com.,A,139.159.46.93,
assist188oastr.oasgames.com.,A,185.19.217.55,
assist189loar.oasgames.com.,A,139.159.46.93,
assist189lopl.oasgames.com.,A,195.69.241.3,
assist189lotr.oasgames.com.,A,85.195.110.208,
assist18loar.oasgames.com.,A,139.159.46.70,
assist18loel.oasgames.com.,A,85.195.78.217,
assist18lopl.oasgames.com.,A,85.195.110.160,
assist18xpsq.oasgames.com.,A,85.195.127.211,
assist190loar.oasgames.com.,A,139.159.46.94,
assist190lopl.oasgames.com.,A,195.69.241.4,
assist190sqsa.oasgames.com.,A,209.222.26.139,
assist191loar.oasgames.com.,A,139.159.46.94,
assist191lopl.oasgames.com.,A,195.69.241.3,
assist191oastr.oasgames.com.,A,85.195.79.183,
assist191sqna.oasgames.com.,A,209.222.26.142,
assist192loar.oasgames.com.,A,139.159.46.236,
assist192lopl.oasgames.com.,A,195.69.241.4,
assist193loar.oasgames.com.,A,139.159.46.236,
assist193lopl.oasgames.com.,A,85.195.82.205,
assist193lotr.oasgames.com.,A,85.195.110.209,
assist193sqsa.oasgames.com.,A,108.61.81.38,
assist194loar.oasgames.com.,A,139.159.46.130,
assist194lopl.oasgames.com.,A,185.19.219.254,
assist194oastr.oasgames.com.,A,85.195.84.101,
assist195loar.oasgames.com.,A,139.159.46.130,
assist195lopl.oasgames.com.,A,85.195.82.205,
assist196loar.oasgames.com.,A,139.159.46.76,
assist196lopl.oasgames.com.,A,185.19.219.254,
assist196sqeu.oasgames.com.,A,85.195.120.219,
assist197loar.oasgames.com.,A,139.159.46.78,
assist197lopl.oasgames.com.,A,85.195.109.14,
assist197lotr.oasgames.com.,A,85.195.110.164,
assist197oas.oasgames.com.,A,108.61.156.9,
assist197oastr.oasgames.com.,A,85.195.110.181,
assist197sqsa.oasgames.com.,A,209.222.6.168,
assist198lopl.oasgames.com.,A,195.69.241.26,
assist198sqna.oasgames.com.,A,209.222.14.150,
assist198sqpt.oasgames.com.,A,108.61.10.139,
assist199lopl.oasgames.com.,A,85.195.73.232,
assist19lode.oasgames.com.,A,85.195.110.149,
assist19loel.oasgames.com.,A,85.195.79.19,
assist19lonl.oasgames.com.,A,173.199.112.123,
assist19lopl.oasgames.com.,A,85.195.72.84,
assist19lotr.oasgames.com.,A,85.195.92.148,
assist19oastr.oasgames.com.,A,85.195.73.204,
assist19ptsqbr.oasgames.com.,A,173.199.124.198,
assist19sqsa.oasgames.com.,A,108.61.81.43,
assist19xpsq.oasgames.com.,A,85.195.127.212,
assist1loar.oasgames.com.,A,139.159.46.24,
assist1lode.oasgames.com.,A,85.195.79.29,
assist1loel.oasgames.com.,A,85.195.79.89,
assist1lofr.oasgames.com.,A,85.195.110.163,
assist1loit.oasgames.com.,A,85.195.73.237,
assist1lonl.oasgames.com.,A,173.199.112.92,
assist1lopl.oasgames.com.,A,148.153.4.162,
assist1loru.oasgames.com.,A,85.195.109.22,
assist1losv.oasgames.com.,A,139.159.46.92,
assist1lotr.oasgames.com.,A,85.195.110.214,
assist1oas.oasgames.com.,A,108.61.153.135,
assist1oastr.oasgames.com.,A,85.195.110.222,
assist1ptsqbr.oasgames.com.,A,173.199.124.197,
assist1sqes.oasgames.com.,A,108.61.51.74,
assist1sqna.oasgames.com.,A,209.222.6.163,
assist1sqpt.oasgames.com.,A,208.167.252.210,
assist1test-loar.oasgames.com.,A,180.97.81.218,
assist1testlode.oasgames.com.,A,180.97.80.186,
assist1testloel.oasgames.com.,A,180.97.81.251,
assist1testlofr.oasgames.com.,A,180.97.70.51,
assist1testloit.oasgames.com.,A,180.97.81.15,
assist1xpsq.oasgames.com.,A,85.195.127.194,
assist2.oasgames.com.,A,192.155.108.54,
assist200lopl.oasgames.com.,A,195.69.241.26,
assist200oastr.oasgames.com.,A,85.195.109.13,
assist200sqsa.oasgames.com.,A,209.222.14.149,
assist201lopl.oasgames.com.,A,85.195.73.232,
assist201lotr.oasgames.com.,A,85.195.110.209,
assist201oastr.oasgames.com.,A,85.195.78.199,
assist202lopl.oasgames.com.,A,85.195.89.67,
assist202oastr.oasgames.com.,A,85.195.78.199,
assist203lopl.oasgames.com.,A,85.195.78.204,
assist203oas.oasgames.com.,A,173.199.119.55,
assist203oastr.oasgames.com.,A,85.195.72.68,
assist204lopl.oasgames.com.,A,85.195.78.204,
assist204oastr.oasgames.com.,A,85.195.79.47,
assist204sqsa.oasgames.com.,A,209.222.14.146,
assist205lopl.oasgames.com.,A,85.195.73.238,
assist205lotr.oasgames.com.,A,85.195.110.178,
assist205oastr.oasgames.com.,A,85.195.118.201,
assist205sqna.oasgames.com.,A,108.61.149.230,
assist206lopl.oasgames.com.,A,85.195.73.240,
assist206oastr.oasgames.com.,A,85.195.118.201,
assist207lopl.oasgames.com.,A,85.195.73.238,
assist207oastr.oasgames.com.,A,85.195.78.203,
assist207sqsa.oasgames.com.,A,209.222.26.92,
assist208lopl.oasgames.com.,A,85.195.73.240,
assist208oastr.oasgames.com.,A,85.195.109.2,
assist209lopl.oasgames.com.,A,85.195.89.78,
assist209lotr.oasgames.com.,A,85.195.73.247,
assist209oastr.oasgames.com.,A,85.195.78.92,
assist20loar.oasgames.com.,A,85.195.94.230,
assist20loel.oasgames.com.,A,85.195.76.237,
assist20lopl.oasgames.com.,A,85.195.72.88,
assist20ptsqbr.oasgames.com.,A,64.237.40.238,
assist20sqpt.oasgames.com.,A,173.199.119.53,
assist20xpsq.oasgames.com.,A,85.195.127.213,
assist210lopl.oasgames.com.,A,85.195.79.65,
assist210oastr.oasgames.com.,A,85.195.78.92,
assist210sqeu.oasgames.com.,A,85.195.73.202,
assist210sqpt.oasgames.com.,A,209.222.26.183,
assist211lopl.oasgames.com.,A,85.195.89.78,
assist211oastr.oasgames.com.,A,85.195.110.139,
assist211sqsa.oasgames.com.,A,216.155.158.7,
assist212lopl.oasgames.com.,A,85.195.79.65,
assist212oastr.oasgames.com.,A,85.195.110.139,
assist212sqna.oasgames.com.,A,216.155.155.156,
assist213lopl.oasgames.com.,A,85.195.109.14,
assist213oastr.oasgames.com.,A,185.19.217.235,
assist214lopl.oasgames.com.,A,85.195.110.135,
assist214sqsa.oasgames.com.,A,216.155.158.8,
assist215lopl.oasgames.com.,A,85.195.110.139,
assist215oas.oasgames.com.,A,108.61.153.248,
assist215oastr.oasgames.com.,A,85.195.110.217,
assist216lopl.oasgames.com.,A,85.195.110.135,
assist217lopl.oasgames.com.,A,85.195.110.139,
assist217lotr.oasgames.com.,A,85.195.110.187,
assist217oastr.oasgames.com.,A,85.195.84.112,
assist218lopl.oasgames.com.,A,85.195.76.154,
assist218oastr.oasgames.com.,A,85.195.110.210,
assist218sqsa.oasgames.com.,A,208.167.226.61,
assist219lopl.oasgames.com.,A,85.195.76.200,
assist219oastr.oasgames.com.,A,85.195.78.203,
assist219sqna.oasgames.com.,A,108.61.149.230,
assist21loel.oasgames.com.,A,85.195.78.227,
assist21lonl.oasgames.com.,A,173.199.112.67,
assist21lopl.oasgames.com.,A,85.195.72.89,
assist21losv.oasgames.com.,A,195.69.242.134,
assist21lotr.oasgames.com.,A,85.195.87.155,
assist21sqsa.oasgames.com.,A,64.237.37.78,
assist21xpsq.oasgames.com.,A,85.195.127.214,
assist220lopl.oasgames.com.,A,85.195.73.131,
assist220oastr.oasgames.com.,A,85.195.89.89,
assist221lopl.oasgames.com.,A,85.195.73.131,
assist221oastr.oasgames.com.,A,85.195.82.203,
assist221sqsa.oasgames.com.,A,64.237.61.243,
assist222lopl.oasgames.com.,A,85.195.110.158,
assist222oastr.oasgames.com.,A,85.195.79.165,
assist223lopl.oasgames.com.,A,85.195.120.207,
assist223oastr.oasgames.com.,A,185.19.217.249,
assist224lopl.oasgames.com.,A,85.195.79.2,
assist224oastr.oasgames.com.,A,185.19.217.249,
assist224sqeu.oasgames.com.,A,85.195.79.26,
assist225lopl.oasgames.com.,A,85.195.79.2,
assist225lotr.oasgames.com.,A,85.195.120.195,
assist225oastr.oasgames.com.,A,85.195.118.211,
assist225sqsa.oasgames.com.,A,208.167.252.212,
assist226lopl.oasgames.com.,A,85.195.73.131,
assist226oastr.oasgames.com.,A,85.195.118.211,
assist226sqpt.oasgames.com.,A,216.155.155.153,
assist227lopl.oasgames.com.,A,85.195.76.223,
assist227oas.oasgames.com.,A,173.199.124.200,
assist227oastr.oasgames.com.,A,85.195.82.194,
assist228lopl.oasgames.com.,A,85.195.76.230,
assist228oastr.oasgames.com.,A,85.195.76.251,
assist229lopl.oasgames.com.,A,85.195.82.206,
assist229oastr.oasgames.com.,A,85.195.89.89,
assist22loar.oasgames.com.,A,139.159.46.71,
assist22lode.oasgames.com.,A,85.195.79.57,
